Count of Stolen Animals,Type of Animal,Borough,Type Of Offence,Animal Recovered,Year and Month
2,Dog,Hillingdon,Theft and Handling,Not Recovered,Mar-2014
1,Cat,Islington,Theft and Handling,Not Recovered,Mar-2014
1,Bird,Barking and Dagenham,Theft and Handling,Not Recovered,Mar-2014
1,Bird,Barking and Dagenham,Theft and Handling,Not Recovered,Mar-2014
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Mar-2014
1,Cat,Westminster,Theft and Handling,Recovered,Mar-2014
1,Dog,Barnet,Theft and Handling,Not Recovered,Mar-2014
1,Dog,Redbridge,Theft and Handling,Recovered,Mar-2014
1,Insect,Barking and Dagenham,Theft and Handling,Not Recovered,Mar-2014
1,Insect,Barking and Dagenham,Theft and Handling,Not Recovered,Mar-2014
1,Dog,Hounslow,Theft and Handling,Not Recovered,Mar-2014
1,Dog,Hounslow,Theft and Handling,Not Recovered,Mar-2014
2,Mammal (exc Cat and Dog),Ealing,Theft and Handling,Not Recovered,Mar-2014
1,Dog,Croydon,Theft and Handling,Not Recovered,Mar-2014
1,Dog,Sutton,Burglary,Not Recovered,Mar-2014
1,Dog,Havering,Theft and Handling,Not Recovered,Apr-2014
1,Cat,Wandsworth,Theft and Handling,Recovered,Apr-2014
4,Bird,Brent,Theft and Handling,Not Recovered,Apr-2014
1,Bird,Croydon,Burglary,Not Recovered,Apr-2014
1,Dog,Hammersmith and Fulham,Burglary,Not Recovered,Apr-2014
1,Mammal (exc Cat and Dog),Hackney,Burglary,Not Recovered,Apr-2014
1,Dog,Bromley,Other Notifiable Offences,Not Recovered,Apr-2014
1,Dog,Redbridge,Theft and Handling,Recovered,Apr-2014
1,Dog,Bromley,Theft and Handling,Not Recovered,Apr-2014
1,Dog,Waltham Forest,Violence Against the Person,Not Recovered,Apr-2014
1,Dog,Bromley,Theft and Handling,Not Recovered,Apr-2014
22,Fish,Hillingdon,Theft and Handling,Not Recovered,Apr-2014
4,Dog,Barking and Dagenham,Theft and Handling,Recovered,Apr-2014
1,Dog,Brent,Theft and Handling,Recovered,Apr-2014
1,Bird,Islington,Theft and Handling,Not Recovered,Apr-2014
1,Dog,Lambeth,Burglary,Not Recovered,May-2014
1,Fish,Bexley,Theft and Handling,Not Recovered,May-2014
1,Arachnid,Havering,Theft and Handling,Not Recovered,May-2014
1,Cat,Greenwich,Theft and Handling,Not Recovered,May-2014
7,Dog,Enfield,Burglary,Not Recovered,May-2014
1,Cat,Wandsworth,Theft and Handling,Not Recovered,May-2014
7,Mammal (exc Cat and Dog),Croydon,Theft and Handling,Not Recovered,May-2014
1,Dog,Croydon,Theft and Handling,Not Recovered,May-2014
1,Dog,Croydon,Theft and Handling,Not Recovered,May-2014
1,Cat,Tower Hamlets,Burglary,Not Recovered,May-2014
1,Dog,Croydon,Theft and Handling,Not Recovered,May-2014
1,Dog,Hillingdon,Theft and Handling,Not Recovered,May-2014
1,Cat,Havering,Theft and Handling,Not Recovered,May-2014
1,Dog,Greenwich,Robbery,Recovered,May-2014
1,Dog,Bromley,Burglary,Not Recovered,May-2014
2,Bird,Bromley,Burglary,Not Recovered,May-2014
1,Dog,Bexley,Burglary,Not Recovered,May-2014
1,Bird,Kensington and Chelsea,Burglary,Not Recovered,May-2014
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,May-2014
1,Dog,Lewisham,Theft and Handling,Not Recovered,May-2014
1,Reptile,Hillingdon,Theft and Handling,Not Recovered,May-2014
1,Dog,Hackney,Burglary,Not Recovered,May-2014
1,Dog,Waltham Forest,Burglary,Not Recovered,May-2014
1,Dog,Westminster,Burglary,Not Recovered,May-2014
2,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,May-2014
1,Dog,Lewisham,Theft and Handling,Recovered,May-2014
4,Cat,Southwark,Theft and Handling,Not Recovered,May-2014
1,Dog,Redbridge,Theft and Handling,Not Recovered,Jun-2014
2,Fish,Havering,Theft and Handling,Not Recovered,Jun-2014
1,Mammal (exc Cat and Dog),Bromley,Theft and Handling,Not Recovered,Jun-2014
1,Mammal (exc Cat and Dog),Bromley,Theft and Handling,Not Recovered,Jun-2014
1,Mammal (exc Cat and Dog),Bromley,Theft and Handling,Not Recovered,Jun-2014
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jun-2014
1,Dog,Lambeth,Theft and Handling,Not Recovered,Jun-2014
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Jun-2014
1,Dog,Hounslow,Theft and Handling,Not Recovered,Jun-2014
1,Dog,Bromley,Theft and Handling,Not Recovered,Jun-2014
4,Bird,Bromley,Burglary,Not Recovered,Jun-2014
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Jun-2014
1,Reptile,Barking and Dagenham,Theft and Handling,Not Recovered,Jun-2014
2,Bird,Southwark,Theft and Handling,Not Recovered,Jun-2014
1,Dog,Bromley,Theft and Handling,Not Recovered,Jun-2014
3,Fish,Havering,Theft and Handling,Not Recovered,Jun-2014
1,Dog,Southwark,Theft and Handling,Not Recovered,Jun-2014
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Jun-2014
1,Reptile,Hackney,Burglary,Not Recovered,Jun-2014
1,Dog,Tower Hamlets,Burglary,Not Recovered,Jun-2014
1,Dog,Tower Hamlets,Burglary,Not Recovered,Jun-2014
1,Dog,Tower Hamlets,Burglary,Not Recovered,Jun-2014
1,Dog,Greenwich,Burglary,Not Recovered,Jun-2014
1,Fish,Hackney,Burglary,Not Recovered,Jun-2014
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jun-2014
1,Dog,Camden,Theft and Handling,Not Recovered,Jun-2014
1,Reptile,Waltham Forest,Theft and Handling,Not Recovered,Jun-2014
1,cat,Brent,Theft and Handling,Not Recovered,Jul-2014
2,Bird,Bromley,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Barnet,Burglary,Not Recovered,Jul-2014
2,Mammal (exc Cat and Dog),Havering,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Enfield,Robbery,Not Recovered,Jul-2014
1,Dog,Enfield,Robbery,Not Recovered,Jul-2014
1,Mammal (exc Cat and Dog),Barnet,Theft and Handling,Not Recovered,Jul-2014
1,Mammal (exc Cat and Dog),Sutton,Theft and Handling,Not Recovered,Jul-2014
1,Mammal (exc Cat and Dog),Sutton,Theft and Handling,Not Recovered,Jul-2014
3,Bird,Tower Hamlets,Theft and Handling,Not Recovered,Jul-2014
3,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Jul-2014
4,Bird,Hounslow,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jul-2014
1,Cat,Brent,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Enfield,Theft and Handling,Recovered,Jul-2014
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Jul-2014
1,Cat,Kingston upon Thames,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Hounslow,Robbery,Not Recovered,Jul-2014
1,Cat,Islington,Burglary,Not Recovered,Jul-2014
1,Cat,Lewisham,Theft and Handling,Not Recovered,Jul-2014
1,Cat,Croydon,Theft and Handling,Not Recovered,Jul-2014
4,Cat,Croydon,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Bromley,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Havering,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Islington,Theft and Handling,Recovered,Jul-2014
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Brent,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Westminster,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Newham,Theft and Handling,Not Recovered,Jul-2014
1,Bird,Haringey,Burglary,Not Recovered,Jul-2014
1,Dog,Croydon,Burglary,Not Recovered,Jul-2014
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jul-2014
1,Fish,Bexley,Theft and Handling,Not Recovered,Jul-2014
1,Reptile,Richmond upon Thames,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Hackney,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Enfield,Theft and Handling,Not Recovered,Jul-2014
1,Dog,Haringey,Theft and Handling,Not Recovered,Aug-2014
1,Cat,Tower Hamlets,Theft and Handling,Recovered,Aug-2014
1,Dog,Lewisham,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Richmond upon Thames,Theft and Handling,Recovered,Aug-2014
1,Dog,Redbridge,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Hackney,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Islington,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Redbridge,Theft and Handling,Not Recovered,Aug-2014
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,Aug-2014
1,Cat,Hounslow,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Camden,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Enfield,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Newham,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Bexley,Theft and Handling,Not Recovered,Aug-2014
3,Bird,Newham,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Brent,Theft and Handling,Not Recovered,Aug-2014
1,Reptile,Harrow,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Aug-2014
26,Bird,Brent,Burglary,Not Recovered,Aug-2014
1,Dog,Hackney,Robbery,Not Recovered,Aug-2014
1,Dog,Lewisham,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Sutton,Theft and Handling,Not Recovered,Aug-2014
4,Bird,Islington,Burglary,Not Recovered,Aug-2014
21,Bird,Hounslow,Burglary,Not Recovered,Aug-2014
1,Dog,Croydon,Theft and Handling,Not Recovered,Aug-2014
1,Cat,Southwark,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Enfield,Theft and Handling,Recovered,Aug-2014
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Aug-2014
1,Dog,Ealing,Robbery,Not Recovered,Aug-2014
2,Dog,Brent,Theft and Handling,Not Recovered,Sep-2014
1,Cat,Kensington and Chelsea,Theft and Handling,Not Recovered,Sep-2014
2,Dog,Haringey,Other Notifiable Offences,Not Recovered,Sep-2014
11,Fish,Bromley,Theft and Handling,Not Recovered,Sep-2014
1,Cat,Greenwich,Burglary,Not Recovered,Sep-2014
1,Bird,Hounslow,Burglary,Not Recovered,Sep-2014
1,Dog,Ealing,Theft and Handling,Recovered,Sep-2014
1,Dog,Kensington and Chelsea,Theft and Handling,Recovered,Sep-2014
1,Mammal (exc Cat and Dog),Ealing,Theft and Handling,Not Recovered,Sep-2014
1,Dog,Bromley,Robbery,Not Recovered,Sep-2014
1,Dog,Bromley,Robbery,Not Recovered,Sep-2014
1,Reptile,Bromley,Theft and Handling,Not Recovered,Sep-2014
4,Mammal (exc Cat and Dog),Barnet,Theft and Handling,Not Recovered,Sep-2014
1,Bird,Ealing,Burglary,Not Recovered,Sep-2014
1,Dog,Southwark,Theft and Handling,Not Recovered,Sep-2014
1,Dog,Brent,Theft and Handling,Not Recovered,Sep-2014
1,Dog,Lambeth,Theft and Handling,Not Recovered,Sep-2014
1,Dog,Camden,Theft and Handling,Not Recovered,Sep-2014
50,Bird,Bromley,Theft and Handling,Not Recovered,Sep-2014
1,Dog,Waltham Forest,Theft and Handling,Recovered,Sep-2014
1,Dog,Bexley,Theft and Handling,Not Recovered,Sep-2014
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Sep-2014
1,Dog,Islington,Theft and Handling,Not Recovered,Oct-2014
6,Bird,Enfield,Burglary,Not Recovered,Oct-2014
1,Cat,Merton,Theft and Handling,Not Recovered,Oct-2014
1,Cat,Greenwich,Theft and Handling,Not Recovered,Oct-2014
1,Cat,Greenwich,Theft and Handling,Not Recovered,Oct-2014
4,Mammal (exc Cat and Dog),Greenwich,Burglary,Not Recovered,Oct-2014
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Oct-2014
5,Bird,Hillingdon,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Sutton,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Wandsworth,Robbery,Not Recovered,Oct-2014
1,Bird,Richmond upon Thames,Burglary,Not Recovered,Oct-2014
15,Fish,Waltham Forest,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Hackney,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Hackney,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Hackney,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Enfield,Theft and Handling,Not Recovered,Oct-2014
1,Cat,Redbridge,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Brent,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Southwark,Burglary,Not Recovered,Oct-2014
20,Bird,Brent,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Camden,Theft and Handling,Not Recovered,Oct-2014
2,Mammal (exc Cat and Dog),Croydon,Theft and Handling,Not Recovered,Oct-2014
1,Bird,Brent,Theft and Handling,Not Recovered,Oct-2014
1,Mammal (exc Cat and Dog),Richmond upon Thames,Theft and Handling,Not Recovered,Oct-2014
4,Reptile,Hillingdon,Theft and Handling,Not Recovered,Oct-2014
6,Fish,Lewisham,Theft and Handling,Not Recovered,Oct-2014
1,Bird,Richmond upon Thames,Theft and Handling,Not Recovered,Oct-2014
2,Mammal (exc Cat and Dog),Hillingdon,Theft and Handling,Not Recovered,Oct-2014
1,Cat,Harrow,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Greenwich,Burglary,Not Recovered,Oct-2014
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Oct-2014
2,Fish,Lambeth,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Brent,Theft and Handling,Not Recovered,Oct-2014
1,Dog,Islington,Robbery,Not Recovered,Oct-2014
1,Dog,Croydon,Robbery,Not Recovered,Oct-2014
1,Dog,Tower Hamlets,Theft and Handling,Recovered,Oct-2014
1,Dog,Enfield,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Waltham Forest,Theft and Handling,Recovered,Nov-2014
5,Bird,Enfield,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Lambeth,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Hackney,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Barnet,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Southwark,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Newham,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Newham,Robbery,Not Recovered,Nov-2014
1,Cat,Hillingdon,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Croydon,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Lewisham,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Haringey,Theft and Handling,Recovered,Nov-2014
1,Dog,Ealing,Theft and Handling,Not Recovered,Nov-2014
1,Dog,Enfield,Theft and Handling,Not Recovered,Nov-2014
1,Bird,Bromley,Burglary,Not Recovered,Nov-2014
50,Bird,Kingston upon Thames,Theft and Handling,Not Recovered,Dec-2014
1,Mammal (exc Cat and Dog),Lewisham,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Bromley,Burglary,Not Recovered,Dec-2014
1,Cat,Croydon,Theft and Handling,Recovered,Dec-2014
4,Bird,Ealing,Theft and Handling,Not Recovered,Dec-2014
1,Cat,Barking and Dagenham,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Bromley,Theft and Handling,Recovered,Dec-2014
1,Dog,Lambeth,Theft and Handling,Not Recovered,Dec-2014
1,Cat,Hounslow,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Haringey,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Southwark,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Barnet,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Westminster,Violence Against the Person,Not Recovered,Dec-2014
1,Dog,Waltham Forest,Theft and Handling,Recovered,Dec-2014
1,Dog,Haringey,Burglary,Not Recovered,Dec-2014
1,Dog,Lambeth,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Croydon,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Southwark,Violence Against the Person,Not Recovered,Dec-2014
1,Cat,Redbridge,Violence Against the Person,Not Recovered,Dec-2014
1,Dog,Barnet,Robbery,Recovered,Dec-2014
1,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,Dec-2014
1,Cat,Croydon,Theft and Handling,Not Recovered,Dec-2014
1,Dog,Sutton,Burglary,Not Recovered,Jan-2015
3,Fish,Waltham Forest,Burglary,Not Recovered,Jan-2015
1,Dog,Croydon,Theft and Handling,Not Recovered,Jan-2015
3,Fish,Lambeth,Theft and Handling,Not Recovered,Jan-2015
1,Mammal (exc Cat and Dog),Sutton,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Hackney,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Lewisham,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Hillingdon,Burglary,Not Recovered,Jan-2015
1,Dog,Wandsworth,Theft and Handling,Recovered,Jan-2015
1,Dog,Lambeth,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Brent,Burglary,Not Recovered,Jan-2015
1,Dog,Croydon,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jan-2015
1,Cat,Lewisham,Theft and Handling,Recovered,Jan-2015
1,Cat,Hackney,Theft and Handling,Not Recovered,Jan-2015
1,Insect,Waltham Forest,Theft and Handling,Not Recovered,Jan-2015
3,Fish,Westminster,Burglary,Not Recovered,Jan-2015
1,Dog,Merton,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Islington,Theft and Handling,Not Recovered,Jan-2015
30,Fish,Ealing,Theft and Handling,Not Recovered,Jan-2015
1,Dog,Croydon,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Lewisham,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Bromley,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Richmond upon Thames,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Croydon,Theft and Handling,Recovered,Feb-2015
1,Dog,Wandsworth,Burglary,Not Recovered,Feb-2015
1,Dog,Lambeth,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Hackney,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Bromley,Theft and Handling,Not Recovered,Feb-2015
3,Bird,Hillingdon,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Feb-2015
1,Cat,Enfield,Burglary,Not Recovered,Feb-2015
1,Mammal (exc Cat and Dog),Richmond upon Thames,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Ealing,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Lewisham,Theft and Handling,Not Recovered,Feb-2015
1,Dog,Bexley,Burglary,Recovered,Mar-2015
1,Dog,Merton,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Greenwich,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Mar-2015
1,Cat,Haringey,Theft and Handling,Not Recovered,Mar-2015
1,Mammal (exc Cat and Dog),Bromley,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Brent,Robbery,Not Recovered,Mar-2015
1,Dog,Hackney,Theft and Handling,Recovered,Mar-2015
1,Dog,Bromley,Burglary,Not Recovered,Mar-2015
3,Dog,Bromley,Burglary,Not Recovered,Mar-2015
1,Dog,Bromley,Burglary,Not Recovered,Mar-2015
1,Dog,Bromley,Burglary,Not Recovered,Mar-2015
1,Dog,Hammersmith and Fulham,Theft and Handling,Recovered,Mar-2015
1,Dog,Westminster,Theft and Handling,Recovered,Mar-2015
1,Dog,Merton,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Islington,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Barking and Dagenham,Burglary,Recovered,Mar-2015
6,Fish,Richmond upon Thames,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Hounslow,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Haringey,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Mar-2015
1,Dog,Lambeth,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Harrow,Theft and Handling,Not Recovered,Apr-2015
2,Reptile,Merton,Theft and Handling,Not Recovered,Apr-2015
1,Cat,Sutton,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Lambeth,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Lambeth,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Merton,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Camden,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Brent,Burglary,Not Recovered,Apr-2015
1,Dog,Islington,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Hackney,Violence Against the Person,Recovered,Apr-2015
11,Fish,Barnet,Theft and Handling,Not Recovered,Apr-2015
1,Cat,Hounslow,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Bromley,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Redbridge,Burglary,Not Recovered,Apr-2015
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Apr-2015
1,Cat,Camden,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Barnet,Theft and Handling,Not Recovered,Apr-2015
1,Bird,Bromley,Theft and Handling,Not Recovered,Apr-2015
1,Cat,Richmond upon Thames,Other Notifiable Offences,Not Recovered,Apr-2015
1,Insect,Southwark,Theft and Handling,Not Recovered,Apr-2015
1,Dog,Redbridge,Theft and Handling,Not Recovered,Apr-2015
6,Bird,Enfield,Burglary,Not Recovered,Apr-2015
1,Dog,Lewisham,Theft and Handling,Not Recovered,Apr-2015
1,Insect,Newham,Theft and Handling,Not Recovered,Apr-2015
5,Mammal (exc Cat and Dog),Merton,Theft and Handling,Not Recovered,May-2015
3,Mammal (exc Cat and Dog),Merton,Theft and Handling,Not Recovered,May-2015
1,Cat,Merton,Theft and Handling,Not Recovered,May-2015
1,Bird,Lewisham,Theft and Handling,Not Recovered,May-2015
1,Reptile,Richmond upon Thames,Theft and Handling,Recovered,May-2015
2,Bird,Lewisham,Theft and Handling,Not Recovered,May-2015
1,Dog,Westminster,Theft and Handling,Not Recovered,May-2015
1,Dog,Islington,Theft and Handling,Not Recovered,May-2015
1,Mammal (exc Cat and Dog),Barking and Dagenham,Burglary,Not Recovered,May-2015
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,May-2015
1,Cat,Wandsworth,Theft and Handling,Not Recovered,May-2015
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,May-2015
